dataset,sample_id,split,foreground_voxels,node_count,edge_count,patient_id,max_interior_depth_voxels,bounding_box_min,bounding_box_max
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0073,train,12,0,0,000188,0,"[29, 62, 62]","[33, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0134,train,34,0,0,000188,1,"[26, 62, 51]","[37, 63, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0148,train,397,0,0,000188,4,"[55, 0, 51]","[63, 6, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0149,train,467,0,0,000188,4,"[55, 0, 14]","[63, 6, 30]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0212,train,96,0,0,000188,5,"[39, 0, 12]","[46, 5, 16]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0251,train,32,0,0,000188,1,"[61, 60, 50]","[63, 63, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0255,train,156,0,0,000188,3,"[60, 22, 44]","[63, 40, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0256,train,2903,0,0,000188,8,"[11, 55, 1]","[34, 63, 32]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0282,train,20,0,0,000188,1,"[62, 16, 36]","[63, 20, 38]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0283,train,15,0,0,000188,1,"[62, 16, 0]","[63, 20, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0373,train,93,0,0,000188,1,"[51, 61, 59]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0433,train,97,0,0,000188,1,"[13, 61, 59]","[26, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0436,train,467,0,0,000188,3,"[45, 59, 13]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0455,train,8,0,0,000188,1,"[62, 11, 0]","[63, 14, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0569,train,628,0,0,000188,5,"[0, 0, 10]","[8, 8, 27]"
TopBrain_Data_Release_Batches1n2_081425,sample_000188_0634,train,3,0,0,000188,0,"[0, 0, 60]","[5, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0095,train,1205,0,0,000189,7,"[45, 56, 0]","[63, 63, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0107,train,174,0,0,000189,3,"[7, 0, 36]","[63, 3, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0185,train,82,0,0,000189,1,"[60, 0, 49]","[63, 2, 62]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0186,train,82,0,0,000189,1,"[60, 0, 15]","[63, 2, 28]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0471,train,1575,0,0,000189,5,"[34, 36, 37]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0488,train,196,0,0,000189,4,"[30, 0, 15]","[46, 4, 19]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0710,train,541,0,0,000189,3,"[0, 0, 2]","[19, 52, 62]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0711,train,441,0,0,000189,3,"[0, 0, 12]","[19, 3, 28]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0715,train,65,0,0,000189,1,"[0, 0, 2]","[1, 14, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0770,train,48,0,0,000189,2,"[0, 58, 29]","[2, 63, 34]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0792,train,3,0,0,000189,0,"[0, 0, 59]","[0, 1, 60]"
TopBrain_Data_Release_Batches1n2_081425,sample_000189_0860,train,89,0,0,000189,2,"[49, 0, 58]","[56, 3, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0089,train,8,0,0,000190,1,"[62, 61, 7]","[63, 63, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0094,train,8,0,0,000190,1,"[62, 21, 7]","[63, 23, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0118,train,6,0,0,000190,0,"[0, 0, 57]","[1, 1, 58]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0119,train,6,0,0,000190,0,"[0, 0, 25]","[1, 1, 26]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0251,train,3,0,0,000190,0,"[62, 0, 63]","[63, 1, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0252,train,14,0,0,000190,1,"[62, 0, 30]","[63, 2, 33]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0300,train,700,0,0,000190,4,"[23, 55, 53]","[46, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0370,train,198,0,0,000190,3,"[0, 55, 56]","[7, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0375,train,526,0,0,000190,4,"[0, 16, 55]","[7, 34, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0477,train,5,0,0,000190,0,"[62, 0, 39]","[63, 0, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0478,train,5,0,0,000190,0,"[62, 0, 6]","[63, 0, 8]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0535,train,4,0,0,000190,0,"[0, 0, 45]","[1, 1, 46]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0536,train,4,0,0,000190,0,"[0, 0, 13]","[1, 1, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0576,train,42,0,0,000190,1,"[25, 61, 62]","[37, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0596,train,10,0,0,000190,0,"[27, 0, 8]","[30, 0, 13]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0665,train,394,0,0,000190,3,"[0, 29, 0]","[4, 61, 4]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0670,train,306,0,0,000190,3,"[0, 0, 0]","[4, 21, 4]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0726,train,20,0,0,000190,0,"[63, 47, 10]","[63, 52, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0731,train,20,0,0,000190,0,"[63, 7, 10]","[63, 12, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0790,train,106,0,0,000190,1,"[39, 46, 46]","[45, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000190_0807,train,36,0,0,000190,0,"[0, 10, 63]","[8, 14, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0200,train,7,0,0,000191,0,"[63, 42, 0]","[63, 48, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0204,train,7,0,0,000191,0,"[63, 3, 0]","[63, 9, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0233,train,18,0,0,000191,3,"[58, 60, 43]","[61, 63, 44]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0234,train,18,0,0,000191,3,"[58, 60, 14]","[61, 63, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0289,train,42,0,0,000191,3,"[20, 60, 43]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0363,train,90,0,0,000191,2,"[60, 53, 0]","[63, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0403,train,4,0,0,000191,0,"[0, 56, 5]","[0, 57, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0407,train,246,0,0,000191,1,"[0, 17, 0]","[22, 62, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0411,train,242,0,0,000191,1,"[0, 10, 0]","[22, 23, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0460,train,83,0,0,000191,1,"[0, 39, 57]","[1, 51, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0467,train,88,0,0,000191,2,"[61, 17, 29]","[63, 24, 37]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0513,train,56,0,0,000191,1,"[30, 62, 50]","[44, 63, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0528,train,900,0,0,000191,4,"[0, 15, 9]","[4, 36, 38]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0569,train,92,0,0,000191,2,"[0, 61, 40]","[50, 63, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0625,train,72,0,0,000191,2,"[4, 61, 40]","[13, 63, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0626,train,72,0,0,000191,2,"[4, 61, 11]","[13, 63, 23]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0633,train,3,0,0,000191,0,"[23, 0, 63]","[25, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0637,train,40,0,0,000191,0,"[56, 38, 0]","[61, 48, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000191_0641,train,39,0,0,000191,0,"[56, 0, 0]","[61, 9, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0027,train,9,0,0,000192,0,"[9, 23, 0]","[11, 26, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0053,train,3,0,0,000192,0,"[21, 0, 56]","[22, 0, 57]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0054,train,3,0,0,000192,0,"[21, 0, 24]","[22, 0, 25]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0081,train,8,0,0,000192,0,"[34, 63, 61]","[37, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0180,train,252,0,0,000192,3,"[53, 0, 0]","[63, 6, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0244,train,48,0,0,000192,1,"[0, 3, 17]","[1, 47, 25]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0257,train,16,0,0,000192,0,"[63, 50, 43]","[63, 53, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0262,train,16,0,0,000192,0,"[63, 12, 43]","[63, 15, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0263,train,16,0,0,000192,0,"[63, 12, 12]","[63, 15, 16]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0365,train,1415,0,0,000192,5,"[0, 48, 0]","[63, 63, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0370,train,1733,0,0,000192,5,"[0, 10, 0]","[63, 33, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0537,train,2,0,0,000192,0,"[0, 61, 48]","[0, 61, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0538,train,2,0,0,000192,0,"[0, 61, 17]","[0, 61, 18]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0542,train,2,0,0,000192,0,"[0, 23, 48]","[0, 23, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0543,train,2,0,0,000192,0,"[0, 23, 17]","[0, 23, 18]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0600,train,13,0,0,000192,0,"[0, 0, 0]","[3, 3, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0602,train,1,0,0,000192,0,"[32, 0, 63]","[32, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0608,train,25,0,0,000192,0,"[29, 0, 41]","[38, 0, 44]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0609,train,25,0,0,000192,0,"[29, 0, 9]","[38, 0, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0712,train,14,0,0,000192,0,"[0, 63, 36]","[1, 63, 50]"
TopBrain_Data_Release_Batches1n2_081425,sample_000192_0713,train,14,0,0,000192,0,"[0, 63, 5]","[1, 63, 19]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0034,train,36,0,0,000194,0,"[38, 22, 63]","[63, 33, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0193,train,1,0,0,000194,0,"[63, 34, 59]","[63, 34, 59]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0259,train,57,0,0,000194,0,"[7, 42, 0]","[12, 55, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0263,train,57,0,0,000194,0,"[7, 4, 0]","[12, 17, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0279,train,8,0,0,000194,0,"[63, 59, 5]","[63, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0457,train,2,0,0,000194,0,"[1, 0, 52]","[1, 0, 53]"
TopBrain_Data_Release_Batches1n2_081425,sample_000194_0624,train,557,0,0,000194,5,"[15, 0, 0]","[30, 5, 17]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0060,train,375,0,0,000195,4,"[43, 59, 0]","[52, 63, 12]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0103,train,259,0,0,000195,2,"[36, 49, 61]","[47, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0131,train,34,0,0,000195,0,"[63, 3, 40]","[63, 16, 46]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0135,train,2,0,0,000195,0,"[53, 0, 0]","[54, 0, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0151,train,255,0,0,000195,2,"[0, 49, 61]","[10, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0231,train,15,0,0,000195,0,"[0, 11, 0]","[0, 19, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0252,train,96,0,0,000195,1,"[0, 55, 0]","[3, 63, 21]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0259,train,7,0,0,000195,0,"[0, 50, 62]","[1, 53, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0260,train,104,0,0,000195,2,"[0, 34, 26]","[2, 56, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0261,train,6,0,0,000195,0,"[0, 53, 0]","[1, 56, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0265,train,7,0,0,000195,0,"[0, 13, 62]","[1, 16, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0266,train,96,0,0,000195,2,"[0, 0, 26]","[2, 19, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0267,train,6,0,0,000195,0,"[0, 16, 0]","[1, 19, 1]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0271,train,3,0,0,000195,0,"[5, 41, 63]","[7, 42, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000195_0277,train,3,0,0,000195,0,"[5, 4, 63]","[7, 5, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0026,train,3,0,0,000196,0,"[57, 0, 63]","[60, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0093,train,73,0,0,000196,3,"[59, 26, 34]","[63, 63, 61]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0094,train,72,0,0,000196,3,"[59, 26, 0]","[63, 63, 26]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0099,train,498,0,0,000196,5,"[58, 16, 19]","[63, 63, 39]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0104,train,587,0,0,000196,5,"[58, 0, 26]","[63, 63, 50]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0108,train,27,0,0,000196,1,"[59, 39, 0]","[63, 55, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0109,train,303,0,0,000196,3,"[60, 0, 39]","[63, 63, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0114,train,307,0,0,000196,3,"[60, 0, 48]","[63, 63, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0119,train,186,0,0,000196,3,"[60, 0, 50]","[63, 29, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0128,train,6,0,0,000196,0,"[62, 63, 38]","[63, 63, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0129,train,6,0,0,000196,0,"[62, 63, 3]","[63, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0133,train,1170,0,0,000196,6,"[55, 28, 0]","[63, 49, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0134,train,77,0,0,000196,2,"[61, 28, 0]","[63, 35, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0189,train,6,0,0,000196,0,"[0, 50, 34]","[0, 58, 37]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0194,train,26,0,0,000196,1,"[0, 14, 34]","[2, 63, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0199,train,219,0,0,000196,4,"[0, 17, 45]","[4, 63, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0204,train,264,0,0,000196,2,"[0, 0, 49]","[2, 63, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0209,train,983,0,0,000196,5,"[0, 1, 41]","[5, 63, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0218,train,2034,0,0,000196,7,"[0, 30, 25]","[8, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0221,train,481,0,0,000196,5,"[0, 0, 44]","[5, 27, 61]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0222,train,1345,0,0,000196,6,"[0, 0, 9]","[9, 43, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0223,train,3544,0,0,000196,9,"[0, 0, 0]","[9, 43, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0224,train,2488,0,0,000196,8,"[0, 0, 0]","[9, 36, 33]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0245,train,47,0,0,000196,1,"[16, 62, 0]","[24, 63, 4]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0295,train,78,0,0,000196,1,"[0, 48, 1]","[1, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000196_0300,train,78,0,0,000196,1,"[0, 13, 1]","[1, 28, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0158,train,695,0,0,000198,4,"[59, 39, 12]","[63, 63, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0159,train,59,0,0,000198,1,"[61, 39, 0]","[63, 50, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0161,train,204,0,0,000198,3,"[60, 38, 35]","[63, 48, 61]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0162,train,435,0,0,000198,3,"[60, 15, 0]","[63, 48, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0163,train,713,0,0,000198,4,"[59, 2, 12]","[63, 30, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0164,train,59,0,0,000198,1,"[61, 2, 0]","[63, 13, 7]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0189,train,103,0,0,000198,3,"[59, 53, 52]","[63, 63, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0198,train,68,0,0,000198,2,"[51, 15, 0]","[63, 63, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0210,train,133,0,0,000198,2,"[36, 55, 61]","[51, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0224,train,102,0,0,000198,2,"[59, 52, 24]","[63, 63, 32]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0265,train,133,0,0,000198,2,"[0, 55, 61]","[15, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0309,train,43,0,0,000198,2,"[0, 0, 52]","[2, 10, 55]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0343,train,292,0,0,000198,4,"[0, 21, 5]","[4, 48, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000198_0348,train,118,0,0,000198,3,"[0, 0, 5]","[4, 11, 9]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0060,train,111,0,0,000199,2,"[57, 56, 0]","[63, 63, 3]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0082,train,35,0,0,000199,1,"[62, 21, 40]","[63, 58, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0083,train,56,0,0,000199,2,"[61, 21, 0]","[63, 63, 27]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0086,train,12,0,0,000199,0,"[63, 6, 58]","[63, 19, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0087,train,86,0,0,000199,3,"[60, 6, 18]","[63, 56, 36]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0091,train,27,0,0,000199,1,"[62, 1, 31]","[63, 41, 41]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0095,train,5,0,0,000199,0,"[63, 0, 40]","[63, 37, 47]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0128,train,9,0,0,000199,2,"[0, 50, 52]","[2, 53, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0156,train,25,0,0,000199,1,"[48, 4, 62]","[53, 8, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0163,train,176,0,0,000199,3,"[0, 20, 0]","[3, 63, 27]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0167,train,189,0,0,000199,2,"[0, 0, 13]","[2, 63, 38]"
TopBrain_Data_Release_Batches1n2_081425,sample_000199_0196,train,25,0,0,000199,1,"[10, 4, 62]","[15, 8, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0006,train,7,0,0,000200,0,"[61, 63, 61]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0007,train,24,0,0,000200,1,"[60, 62, 23]","[63, 63, 28]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0104,train,39,0,0,000200,1,"[61, 0, 38]","[63, 16, 42]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0108,train,21,0,0,000200,1,"[61, 12, 0]","[63, 17, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0189,train,30,0,0,000200,1,"[0, 46, 40]","[1, 63, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0194,train,317,0,0,000200,4,"[0, 8, 40]","[4, 63, 49]"
TopBrain_Data_Release_Batches1n2_081425,sample_000200_0298,train,4,0,0,000200,0,"[54, 32, 0]","[55, 34, 0]"
TopBrain_Data_Release_Batches1n2_081425,sample_000201_0071,train,5,0,0,000201,0,"[31, 16, 63]","[33, 18, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000201_0156,train,8,0,0,000201,0,"[30, 0, 62]","[34, 2, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000201_0193,train,12,0,0,000201,0,"[0, 20, 9]","[0, 25, 13]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0055,train,23,0,0,000202,1,"[35, 0, 60]","[40, 1, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0083,train,3,0,0,000202,0,"[63, 55, 61]","[63, 61, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0084,train,4,0,0,000202,0,"[63, 55, 26]","[63, 62, 31]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0088,train,3,0,0,000202,0,"[63, 16, 61]","[63, 22, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0089,train,666,0,0,000202,5,"[58, 16, 26]","[63, 63, 45]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0093,train,40,0,0,000202,5,"[51, 57, 4]","[57, 63, 6]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0095,train,37,0,0,000202,1,"[0, 0, 51]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0174,train,445,0,0,000202,3,"[0, 0, 33]","[3, 63, 54]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0179,train,132,0,0,000202,1,"[0, 0, 46]","[1, 46, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000202_0184,train,15,0,0,000202,1,"[0, 1, 53]","[1, 6, 56]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0071,train,67,0,0,000203,2,"[61, 53, 47]","[63, 58, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0072,train,67,0,0,000203,2,"[61, 53, 14]","[63, 58, 19]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0076,train,67,0,0,000203,2,"[61, 17, 47]","[63, 22, 52]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0077,train,67,0,0,000203,2,"[61, 17, 14]","[63, 22, 19]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0087,train,46,0,0,000203,1,"[62, 43, 38]","[63, 53, 44]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0088,train,46,0,0,000203,1,"[62, 43, 5]","[63, 53, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0092,train,46,0,0,000203,1,"[62, 7, 38]","[63, 17, 44]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0093,train,46,0,0,000203,1,"[62, 7, 5]","[63, 17, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0118,train,23,0,0,000203,1,"[61, 0, 0]","[63, 8, 14]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0139,train,339,0,0,000203,5,"[58, 0, 39]","[63, 29, 48]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0233,train,2,0,0,000203,0,"[0, 0, 2]","[0, 1, 2]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0239,train,57,0,0,000203,2,"[0, 34, 31]","[2, 55, 39]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0244,train,53,0,0,000203,2,"[0, 0, 31]","[2, 19, 39]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0320,train,155,0,0,000203,3,"[0, 50, 9]","[3, 63, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0325,train,356,0,0,000203,3,"[0, 14, 6]","[3, 42, 15]"
TopBrain_Data_Release_Batches1n2_081425,sample_000203_0330,train,51,0,0,000203,1,"[0, 0, 6]","[2, 6, 11]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0060,train,8,0,0,000204,0,"[63, 29, 59]","[63, 31, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0061,train,13,0,0,000204,0,"[63, 29, 21]","[63, 32, 28]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0078,train,8,0,0,000204,0,"[56, 0, 62]","[59, 1, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0131,train,1,0,0,000204,0,"[37, 0, 63]","[37, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0133,train,29,0,0,000204,0,"[56, 36, 29]","[63, 63, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0152,train,37,0,0,000204,1,"[62, 49, 58]","[63, 59, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0159,train,37,0,0,000204,1,"[62, 11, 58]","[63, 21, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0187,train,1,0,0,000204,0,"[3, 0, 63]","[3, 0, 63]"
TopBrain_Data_Release_Batches1n2_081425,sample_000204_0317,train,8,0,0,000204,1,"[6, 0, 27]","[8, 1, 28]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0081,train,4,0,0,000206,0,"[62, 63, 58]","[63, 63, 59]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0082,train,4,0,0,000206,0,"[62, 63, 24]","[63, 63, 25]"
TopBrain_Data_Release_Batches1n2_081425,sample_000206_0083,train,86,0,0,000206,1,"[62, 31, 41]","[63, 52, 60]"
