sample_id,dataset,modality,subject,split,node_count,edge_count
sample_000066_0118,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,153,163
sample_000127_0028,ixi,mra,IXI294-IOP-0868-MRA_IXI-IOP,test,153,161
sample_000021_0118,ixi,mra,IXI071-Guys-0770-MRA_IXI-Guys,train,152,161
sample_000059_0100,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,152,166
sample_000069_0061,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,152,157
sample_000079_0008,ixi,mra,IXI174-HH-1571-MRA_IXI-HH,train,152,156
sample_000095_0008,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,152,161
sample_000096_0077,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,152,163
sample_000102_0067,ixi,mra,IXI242-HH-1722-MRA_IXI-HH,train,152,163
sample_000111_0031,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,152,157
sample_000111_0103,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,152,150
sample_000112_0029,ixi,mra,IXI265-Guys-0845-MRA_IXI-Guys,train,152,155
sample_000130_0100,ixi,mra,IXI307-IOP-0872-MRA_IXI-IOP,train,152,165
sample_000019_0100,ixi,mra,IXI069-Guys-0769-MRA_IXI-Guys,val,152,169
sample_000071_0011,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,152,161
sample_000086_0066,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,152,172
sample_000094_0062,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,152,161
sample_000034_0011,ixi,mra,IXI093-HH-1359-MRA_IXI-HH,train,151,154
sample_000041_0132,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,151,167
sample_000047_0010,ixi,mra,IXI111-Guys-0734-MRA_IXI-Guys,train,151,155
sample_000072_0011,ixi,mra,IXI163-HH-1621-MRA_IXI-HH,train,151,152
sample_000112_0028,ixi,mra,IXI265-Guys-0845-MRA_IXI-Guys,train,151,166
sample_000113_0009,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,151,145
sample_000121_0013,ixi,mra,IXI280-HH-1860-MRA_IXI-HH,train,151,153
sample_000046_0066,ixi,mra,IXI107-Guys-0761-MRA_IXI-Guys,val,151,167
sample_000084_0028,ixi,mra,IXI194-Guys-0818-MRA_IXI-Guys,val,151,161
sample_000086_0067,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,151,168
sample_000120_0137,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,151,146
sample_000149_0085,ixi,mra,IXI430-IOP-0990-MRA_IXI-IOP,val,151,173
sample_000016_0009,ixi,mra,IXI065-Guys-0744-MRA_IXI-Guys,test,151,146
sample_000032_0011,ixi,mra,IXI091-Guys-0762-MRA_IXI-Guys,train,150,143
sample_000047_0135,ixi,mra,IXI111-Guys-0734-MRA_IXI-Guys,train,150,155
sample_000059_0102,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,150,165
sample_000062_0030,ixi,mra,IXI137-HH-1472-MRA_IXI-HH,train,150,163
sample_000064_0118,ixi,mra,IXI144-Guys-0788-MRA_IXI-Guys,train,150,159
sample_000083_0010,ixi,mra,IXI189-Guys-0799-MRA_IXI-Guys,train,150,151
sample_000088_0060,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,150,158
sample_000112_0010,ixi,mra,IXI265-Guys-0845-MRA_IXI-Guys,train,150,164
sample_000113_0119,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,150,155
sample_000148_0113,ixi,mra,IXI426-IOP-1011-MRA_IXI-IOP,train,150,155
sample_000154_0028,ixi,mra,IXI475-IOP-1139-MRA_IXI-IOP,train,150,158
sample_000154_0029,ixi,mra,IXI475-IOP-1139-MRA_IXI-IOP,train,150,153
sample_000051_0028,ixi,mra,IXI121-Guys-0772-MRA_IXI-Guys,val,150,170
sample_000120_0085,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,150,161
sample_000147_0011,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,150,158
sample_000031_0013,ixi,mra,IXI087-Guys-0768-MRA_IXI-Guys,test,150,146
sample_000048_0118,ixi,mra,IXI112-Guys-0735-MRA_IXI-Guys,test,150,172
sample_000057_0077,ixi,mra,IXI130-HH-1528-MRA_IXI-HH,test,150,158
sample_000081_0100,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,150,174
sample_000104_0028,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,150,159
sample_000104_0100,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,150,162
sample_000037_0012,ixi,mra,IXI096-HH-1391-MRA_IXI-HH,train,149,160
sample_000037_0133,ixi,mra,IXI096-HH-1391-MRA_IXI-HH,train,149,153
sample_000044_0119,ixi,mra,IXI105-HH-1471-MRA_IXI-HH,train,149,153
sample_000059_0028,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,149,158
sample_000059_0060,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,149,154
sample_000060_0068,ixi,mra,IXI135-Guys-0779-MRA_IXI-Guys,train,149,175
sample_000061_0100,ixi,mra,IXI136-HH-1452-MRA_IXI-HH,train,149,164
sample_000064_0028,ixi,mra,IXI144-Guys-0788-MRA_IXI-Guys,train,149,171
sample_000067_0091,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,149,153
sample_000070_0069,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,149,159
sample_000097_0117,ixi,mra,IXI226-HH-1618-MRA_IXI-HH,train,149,152
sample_000105_0105,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,149,146
sample_000106_0119,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,149,151
sample_000107_0013,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,149,153
sample_000121_0120,ixi,mra,IXI280-HH-1860-MRA_IXI-HH,train,149,155
sample_000126_0029,ixi,mra,IXI293-IOP-0876-MRA_IXI-IOP,train,149,158
sample_000148_0032,ixi,mra,IXI426-IOP-1011-MRA_IXI-IOP,train,149,162
sample_000150_0028,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,149,158
sample_000152_0084,ixi,mra,IXI469-IOP-1136-MRA_IXI-IOP,train,149,184
sample_000156_0100,ixi,mra,IXI478-IOP-1142-MRA_IXI-IOP,train,149,168
sample_000094_0066,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,149,173
sample_000029_0074,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,148,168
sample_000034_0009,ixi,mra,IXI093-HH-1359-MRA_IXI-HH,train,148,154
sample_000036_0011,ixi,mra,IXI095-HH-1390-MRA_IXI-HH,train,148,155
sample_000037_0031,ixi,mra,IXI096-HH-1391-MRA_IXI-HH,train,148,153
sample_000041_0131,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,148,166
sample_000053_0067,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,148,169
sample_000059_0121,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,148,153
sample_000063_0068,ixi,mra,IXI140-Guys-0787-MRA_IXI-Guys,train,148,170
sample_000070_0062,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,148,142
sample_000078_0119,ixi,mra,IXI173-HH-1590-MRA_IXI-HH,train,148,154
sample_000160_0026,ixi,mra,IXI542-IOP-1147-MRA_IXI-IOP,train,148,157
sample_000058_0028,ixi,mra,IXI131-HH-1527-MRA_IXI-HH,val,148,162
sample_000080_0010,ixi,mra,IXI176-HH-1604-MRA_IXI-HH,val,148,159
sample_000066_0029,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,148,143
sample_000066_0031,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,148,145
sample_000018_0100,ixi,mra,IXI068-Guys-0756-MRA_IXI-Guys,train,147,159
sample_000035_0113,ixi,mra,IXI094-HH-1355-MRA_IXI-HH,train,147,145
sample_000044_0102,ixi,mra,IXI105-HH-1471-MRA_IXI-HH,train,147,160
sample_000069_0085,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,147,142
sample_000083_0118,ixi,mra,IXI189-Guys-0799-MRA_IXI-Guys,train,147,156
sample_000085_0032,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,147,166
sample_000088_0066,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,147,170
sample_000096_0106,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,147,148
sample_000103_0011,ixi,mra,IXI246-Guys-0840-MRA_IXI-Guys,train,147,151
sample_000105_0009,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,147,147
sample_000106_0028,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,147,155
sample_000108_0028,ixi,mra,IXI256-HH-1723-MRA_IXI-HH,train,147,163
sample_000111_0029,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,147,148
sample_000122_0069,ixi,mra,IXI282-HH-2025-MRA_IXI-HH,train,147,156
sample_000154_0010,ixi,mra,IXI475-IOP-1139-MRA_IXI-IOP,train,147,153
sample_000160_0008,ixi,mra,IXI542-IOP-1147-MRA_IXI-IOP,train,147,143
sample_000023_0011,ixi,mra,IXI074-Guys-0771-MRA_IXI-Guys,val,147,146
sample_000071_0103,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,147,157
sample_000084_0119,ixi,mra,IXI194-Guys-0818-MRA_IXI-Guys,val,147,148
sample_000117_0067,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,147,154
sample_000117_0116,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,147,165
sample_000147_0029,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,147,153
sample_000018_0119,ixi,mra,IXI068-Guys-0756-MRA_IXI-Guys,train,146,136
sample_000026_0075,ixi,mra,IXI078-Guys-0751-MRA_IXI-Guys,train,146,163
sample_000030_0075,ixi,mra,IXI086-Guys-0728-MRA_IXI-Guys,train,146,158
sample_000059_0009,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,146,151
sample_000090_0031,ixi,mra,IXI205-HH-1649-MRA_IXI-HH,train,146,155
sample_000090_0103,ixi,mra,IXI205-HH-1649-MRA_IXI-HH,train,146,152
sample_000102_0117,ixi,mra,IXI242-HH-1722-MRA_IXI-HH,train,146,144
sample_000106_0009,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,146,144
sample_000106_0103,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,146,147
sample_000113_0117,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,146,144
sample_000121_0069,ixi,mra,IXI280-HH-1860-MRA_IXI-HH,train,146,157
sample_000138_0100,ixi,mra,IXI347-IOP-0927-MRA_IXI-IOP,train,146,153
sample_000150_0102,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,146,165
sample_000051_0100,ixi,mra,IXI121-Guys-0772-MRA_IXI-Guys,val,146,158
sample_000058_0119,ixi,mra,IXI131-HH-1527-MRA_IXI-HH,val,146,152
sample_000076_0112,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,146,162
sample_000120_0067,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,146,158
sample_000030_0011,ixi,mra,IXI086-Guys-0728-MRA_IXI-Guys,train,145,139
sample_000037_0151,ixi,mra,IXI096-HH-1391-MRA_IXI-HH,train,145,136
sample_000041_0075,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,145,161
sample_000043_0090,ixi,mra,IXI104-HH-1450-MRA_IXI-HH,train,145,159
sample_000060_0119,ixi,mra,IXI135-Guys-0779-MRA_IXI-Guys,train,145,138
sample_000069_0117,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,145,139
sample_000085_0113,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,145,148
sample_000097_0009,ixi,mra,IXI226-HH-1618-MRA_IXI-HH,train,145,137
sample_000102_0069,ixi,mra,IXI242-HH-1722-MRA_IXI-HH,train,145,150
sample_000105_0103,ixi,mra,IXI252-HH-1693-MRA_IXI-HH,train,145,149
sample_000113_0137,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,145,146
sample_000121_0029,ixi,mra,IXI280-HH-1860-MRA_IXI-HH,train,145,146
sample_000122_0103,ixi,mra,IXI282-HH-2025-MRA_IXI-HH,train,145,145
sample_000076_0010,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,145,156
sample_000080_0028,ixi,mra,IXI176-HH-1604-MRA_IXI-HH,val,145,159
sample_000115_0119,ixi,mra,IXI269-Guys-0839-MRA_IXI-Guys,val,145,151
sample_000117_0059,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,145,139
sample_000147_0060,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,145,152
sample_000089_0103,ixi,mra,IXI202-HH-1526-MRA_IXI-HH,test,145,150
sample_000104_0030,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,145,160
sample_000104_0117,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,145,146
sample_000026_0131,ixi,mra,IXI078-Guys-0751-MRA_IXI-Guys,train,144,146
sample_000050_0089,ixi,mra,IXI119-Guys-0765-MRA_IXI-Guys,train,144,142
sample_000059_0031,ixi,mra,IXI132-HH-1415-MRA_IXI-HH,train,144,144
sample_000060_0100,ixi,mra,IXI135-Guys-0779-MRA_IXI-Guys,train,144,164
sample_000060_0118,ixi,mra,IXI135-Guys-0779-MRA_IXI-Guys,train,144,151
sample_000067_0054,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,144,149
sample_000069_0030,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,144,158
sample_000083_0028,ixi,mra,IXI189-Guys-0799-MRA_IXI-Guys,train,144,164
sample_000085_0031,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,144,158
sample_000093_0011,ixi,mra,IXI217-HH-1638-MRA_IXI-HH,train,144,148
sample_000102_0119,ixi,mra,IXI242-HH-1722-MRA_IXI-HH,train,144,143
sample_000106_0100,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,144,160
sample_000107_0059,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,144,148
sample_000108_0067,ixi,mra,IXI256-HH-1723-MRA_IXI-HH,train,144,158
sample_000113_0031,ixi,mra,IXI267-HH-1772-MRA_IXI-HH,train,144,137
sample_000122_0049,ixi,mra,IXI282-HH-2025-MRA_IXI-HH,train,144,160
sample_000128_0100,ixi,mra,IXI305-IOP-0871-MRA_IXI-IOP,train,144,149
sample_000151_0067,ixi,mra,IXI463-IOP-1043-MRA_IXI-IOP,train,144,158
sample_000160_0058,ixi,mra,IXI542-IOP-1147-MRA_IXI-IOP,train,144,158
sample_000040_0119,ixi,mra,IXI100-Guys-0747-MRA_IXI-Guys,val,144,154
sample_000051_0066,ixi,mra,IXI121-Guys-0772-MRA_IXI-Guys,val,144,160
sample_000051_0067,ixi,mra,IXI121-Guys-0772-MRA_IXI-Guys,val,144,160
sample_000115_0136,ixi,mra,IXI269-Guys-0839-MRA_IXI-Guys,val,144,154
sample_000081_0069,ixi,mra,IXI177-Guys-0831-MRA_IXI-Guys,test,144,152
sample_000104_0118,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,144,159
sample_000004_0133,ixi,mra,IXI039-HH-1261-MRA_IXI-HH,train,143,144
sample_000011_0061,ixi,mra,IXI055-Guys-0730-MRA_IXI-Guys,train,143,150
sample_000027_0009,ixi,mra,IXI083-HH-1357-MRA_IXI-HH,train,143,146
sample_000032_0129,ixi,mra,IXI091-Guys-0762-MRA_IXI-Guys,train,143,149
sample_000041_0012,ixi,mra,IXI102-HH-1416-MRA_IXI-HH,train,143,157
sample_000055_0028,ixi,mra,IXI128-HH-1470-MRA_IXI-HH,train,143,145
sample_000085_0112,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,143,153
sample_000088_0069,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,143,156
sample_000091_0029,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,143,133
sample_000150_0068,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,143,160
sample_000046_0068,ixi,mra,IXI107-Guys-0761-MRA_IXI-Guys,val,143,159
sample_000076_0013,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,143,138
sample_000076_0129,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,143,147
sample_000076_0132,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,143,154
sample_000086_0009,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,143,139
sample_000115_0087,ixi,mra,IXI269-Guys-0839-MRA_IXI-Guys,val,143,157
sample_000120_0117,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,143,146
sample_000066_0121,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,143,142
sample_000104_0031,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,143,146
sample_000127_0011,ixi,mra,IXI294-IOP-0868-MRA_IXI-IOP,test,143,149
sample_000029_0058,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,142,163
sample_000049_0028,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,142,159
sample_000053_0066,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,142,163
sample_000053_0118,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,142,151
sample_000055_0010,ixi,mra,IXI128-HH-1470-MRA_IXI-HH,train,142,138
sample_000075_0131,ixi,mra,IXI167-HH-1569-MRA_IXI-HH,train,142,142
sample_000079_0060,ixi,mra,IXI174-HH-1571-MRA_IXI-HH,train,142,156
sample_000085_0033,ixi,mra,IXI195-HH-1620-MRA_IXI-HH,train,142,150
sample_000092_0011,ixi,mra,IXI214-HH-1636-MRA_IXI-HH,train,142,138
sample_000095_0009,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,142,144
sample_000152_0069,ixi,mra,IXI469-IOP-1136-MRA_IXI-IOP,train,142,162
sample_000152_0087,ixi,mra,IXI469-IOP-1136-MRA_IXI-IOP,train,142,161
sample_000165_0118,ixi,mra,IXI571-IOP-1154-MRA_IXI-IOP,train,142,143
sample_000019_0118,ixi,mra,IXI069-Guys-0769-MRA_IXI-Guys,val,142,153
sample_000071_0101,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,142,156
sample_000086_0087,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,142,148
sample_000117_0027,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,142,152
sample_000147_0068,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,142,157
sample_000028_0066,ixi,mra,IXI084-Guys-0741-MRA_IXI-Guys,test,142,159
sample_000066_0137,ixi,mra,IXI148-HH-1453-MRA_IXI-HH,test,142,145
sample_000004_0067,ixi,mra,IXI039-HH-1261-MRA_IXI-HH,train,141,146
sample_000008_0113,ixi,mra,IXI048-HH-1326-MRA_IXI-HH,train,141,137
sample_000018_0066,ixi,mra,IXI068-Guys-0756-MRA_IXI-Guys,train,141,168
sample_000032_0032,ixi,mra,IXI091-Guys-0762-MRA_IXI-Guys,train,141,148
sample_000035_0013,ixi,mra,IXI094-HH-1355-MRA_IXI-HH,train,141,141
sample_000043_0011,ixi,mra,IXI104-HH-1450-MRA_IXI-HH,train,141,141
sample_000053_0119,ixi,mra,IXI123-Guys-0774-MRA_IXI-Guys,train,141,136
sample_000062_0011,ixi,mra,IXI137-HH-1472-MRA_IXI-HH,train,141,149
sample_000064_0117,ixi,mra,IXI144-Guys-0788-MRA_IXI-Guys,train,141,136
sample_000067_0089,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,141,142
sample_000070_0013,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,141,133
sample_000073_0132,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,141,142
sample_000088_0117,ixi,mra,IXI201-HH-1588-MRA_IXI-HH,train,141,138
sample_000091_0102,ixi,mra,IXI207-Guys-0809-MRA_IXI-Guys,train,141,145
sample_000095_0067,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,141,145
sample_000097_0118,ixi,mra,IXI226-HH-1618-MRA_IXI-HH,train,141,150
sample_000106_0029,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,141,133
sample_000107_0027,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,141,148
sample_000107_0102,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,141,147
sample_000108_0010,ixi,mra,IXI256-HH-1723-MRA_IXI-HH,train,141,148
sample_000108_0029,ixi,mra,IXI256-HH-1723-MRA_IXI-HH,train,141,144
sample_000116_0059,ixi,mra,IXI270-Guys-0847-MRA_IXI-Guys,train,141,150
sample_000134_0033,ixi,mra,IXI333-IOP-0926-MRA_IXI-IOP,train,141,153
sample_000080_0012,ixi,mra,IXI176-HH-1604-MRA_IXI-HH,val,141,141
sample_000086_0011,ixi,mra,IXI196-Guys-0805-MRA_IXI-Guys,val,141,139
sample_000166_0049,ixi,mra,IXI580-IOP-1157-MRA_IXI-IOP,val,141,142
sample_000016_0069,ixi,mra,IXI065-Guys-0744-MRA_IXI-Guys,test,141,145
sample_000031_0119,ixi,mra,IXI087-Guys-0768-MRA_IXI-Guys,test,141,144
sample_000094_0101,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,141,143
sample_000009_0067,ixi,mra,IXI050-Guys-0711-MRA_IXI-Guys,train,140,154
sample_000009_0137,ixi,mra,IXI050-Guys-0711-MRA_IXI-Guys,train,140,134
sample_000018_0067,ixi,mra,IXI068-Guys-0756-MRA_IXI-Guys,train,140,155
sample_000021_0101,ixi,mra,IXI071-Guys-0770-MRA_IXI-Guys,train,140,138
sample_000024_0030,ixi,mra,IXI076-Guys-0753-MRA_IXI-Guys,train,140,156
sample_000027_0030,ixi,mra,IXI083-HH-1357-MRA_IXI-HH,train,140,151
sample_000029_0077,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,140,151
sample_000030_0131,ixi,mra,IXI086-Guys-0728-MRA_IXI-Guys,train,140,136
sample_000049_0011,ixi,mra,IXI113-Guys-0776-MRA_IXI-Guys,train,140,140
sample_000070_0031,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,140,138
sample_000072_0132,ixi,mra,IXI163-HH-1621-MRA_IXI-HH,train,140,149
sample_000073_0009,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,140,134
sample_000075_0128,ixi,mra,IXI167-HH-1569-MRA_IXI-HH,train,140,143
sample_000077_0069,ixi,mra,IXI170-Guys-0843-MRA_IXI-Guys,train,140,146
sample_000093_0067,ixi,mra,IXI217-HH-1638-MRA_IXI-HH,train,140,153
sample_000107_0061,ixi,mra,IXI254-HH-1705-MRA_IXI-HH,train,140,148
sample_000111_0100,ixi,mra,IXI263-HH-1684-MRA_IXI-HH,train,140,146
sample_000119_0061,ixi,mra,IXI277-HH-1770-MRA_IXI-HH,train,140,149
sample_000122_0119,ixi,mra,IXI282-HH-2025-MRA_IXI-HH,train,140,134
sample_000148_0112,ixi,mra,IXI426-IOP-1011-MRA_IXI-IOP,train,140,143
sample_000001_0113,ixi,mra,IXI033-HH-1259-MRA_IXI-HH,val,140,150
sample_000012_0131,ixi,mra,IXI058-Guys-0726-MRA_IXI-Guys,val,140,143
sample_000019_0085,ixi,mra,IXI069-Guys-0769-MRA_IXI-Guys,val,140,154
sample_000051_0030,ixi,mra,IXI121-Guys-0772-MRA_IXI-Guys,val,140,154
sample_000076_0012,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,140,149
sample_000115_0029,ixi,mra,IXI269-Guys-0839-MRA_IXI-Guys,val,140,137
sample_000163_0100,ixi,mra,IXI561-IOP-1152-MRA_IXI-IOP,val,140,151
sample_000003_0101,ixi,mra,IXI035-IOP-0873-MRA_IXI-IOP,test,140,152
sample_000094_0029,ixi,mra,IXI218-HH-1815-MRA_IXI-HH,test,140,144
sample_000104_0101,ixi,mra,IXI248-HH-1972-MRA_IXI-HH,test,140,139
sample_000067_0090,ixi,mra,IXI150-HH-1550-MRA_IXI-HH,train,139,149
sample_000069_0059,ixi,mra,IXI159-HH-1549-MRA_IXI-HH,train,139,136
sample_000070_0029,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,139,136
sample_000070_0117,ixi,mra,IXI160-HH-1637-MRA_IXI-HH,train,139,145
sample_000073_0012,ixi,mra,IXI165-HH-1589-MRA_IXI-HH,train,139,141
sample_000102_0009,ixi,mra,IXI242-HH-1722-MRA_IXI-HH,train,139,145
sample_000112_0013,ixi,mra,IXI265-Guys-0845-MRA_IXI-Guys,train,139,137
sample_000126_0101,ixi,mra,IXI293-IOP-0876-MRA_IXI-IOP,train,139,140
sample_000151_0066,ixi,mra,IXI463-IOP-1043-MRA_IXI-IOP,train,139,152
sample_000157_0028,ixi,mra,IXI510-IOP-1143-MRA_IXI-IOP,train,139,138
sample_000157_0100,ixi,mra,IXI510-IOP-1143-MRA_IXI-IOP,train,139,148
sample_000076_0072,ixi,mra,IXI168-HH-1607-MRA_IXI-HH,val,139,159
sample_000084_0067,ixi,mra,IXI194-Guys-0818-MRA_IXI-Guys,val,139,150
sample_000117_0069,ixi,mra,IXI274-HH-2294-MRA_IXI-HH,val,139,150
sample_000147_0048,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,139,147
sample_000054_0117,ixi,mra,IXI127-HH-1451-MRA_IXI-HH,test,139,139
sample_000118_0009,ixi,mra,IXI276-HH-1840-MRA_IXI-HH,test,139,138
sample_000118_0011,ixi,mra,IXI276-HH-1840-MRA_IXI-HH,test,139,142
sample_000029_0060,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,138,163
sample_000029_0061,ixi,mra,IXI085-Guys-0759-MRA_IXI-Guys,train,138,152
sample_000035_0066,ixi,mra,IXI094-HH-1355-MRA_IXI-HH,train,138,136
sample_000044_0069,ixi,mra,IXI105-HH-1471-MRA_IXI-HH,train,138,144
sample_000077_0118,ixi,mra,IXI170-Guys-0843-MRA_IXI-Guys,train,138,145
sample_000082_0009,ixi,mra,IXI179-Guys-0777-MRA_IXI-Guys,train,138,140
sample_000087_0008,ixi,mra,IXI197-Guys-0811-MRA_IXI-Guys,train,138,144
sample_000095_0069,ixi,mra,IXI219-Guys-0894-MRA_IXI-Guys,train,138,140
sample_000096_0090,ixi,mra,IXI222-Guys-0819-MRA_IXI-Guys,train,138,147
sample_000097_0100,ixi,mra,IXI226-HH-1618-MRA_IXI-HH,train,138,155
sample_000102_0011,ixi,mra,IXI242-HH-1722-MRA_IXI-HH,train,138,141
sample_000103_0100,ixi,mra,IXI246-Guys-0840-MRA_IXI-Guys,train,138,146
sample_000106_0067,ixi,mra,IXI253-HH-1694-MRA_IXI-HH,train,138,150
sample_000109_0119,ixi,mra,IXI258-HH-1769-MRA_IXI-HH,train,138,141
sample_000138_0101,ixi,mra,IXI347-IOP-0927-MRA_IXI-IOP,train,138,142
sample_000150_0084,ixi,mra,IXI462-IOP-1042-MRA_IXI-IOP,train,138,138
sample_000006_0011,ixi,mra,IXI043-Guys-0714-MRA_IXI-Guys,val,138,136
sample_000019_0067,ixi,mra,IXI069-Guys-0769-MRA_IXI-Guys,val,138,156
sample_000023_0025,ixi,mra,IXI074-Guys-0771-MRA_IXI-Guys,val,138,149
sample_000071_0028,ixi,mra,IXI162-HH-1548-MRA_IXI-HH,val,138,151
sample_000120_0120,ixi,mra,IXI278-HH-1771-MRA_IXI-HH,val,138,145
sample_000147_0058,ixi,mra,IXI425-IOP-0988-MRA_IXI-IOP,val,138,134
