policy,dataset,subject,patch_index,start_x,start_y,start_z,nodes,edges,topology_nodes,degree2_nodes,boundary_nodes
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,85,160,240,28,69,68,14,41,14
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,86,160,280,0,4,3,0,2,2
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,87,160,280,28,7,5,0,3,4
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,88,160,287,0,0,0,0,0,0
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,89,160,287,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,90,200,0,0,12,9,4,4,4
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,91,200,0,28,2,1,1,0,1
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,92,200,40,0,34,31,5,26,3
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,93,200,40,28,25,23,4,19,2
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,94,200,80,0,25,22,0,19,6
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,95,200,80,28,24,22,2,18,4
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,96,200,120,0,35,31,4,18,13
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,97,200,120,28,51,47,7,32,12
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,98,200,160,0,81,81,13,52,16
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,99,200,160,28,111,106,16,72,23
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,100,200,200,0,165,187,47,98,20
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,101,200,200,28,186,196,42,114,30
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,102,200,240,0,57,57,14,32,11
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,103,200,240,28,70,69,15,43,12
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,104,200,280,0,4,3,1,2,1
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,105,200,280,28,7,5,1,3,3
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,106,200,287,0,0,0,0,0,0
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,107,200,287,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,108,213,0,0,9,6,3,3,3
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,109,213,0,28,2,1,1,0,1
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,110,213,40,0,33,29,4,25,4
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,111,213,40,28,25,23,4,19,2
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,112,213,80,0,25,22,0,19,6
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,113,213,80,28,25,23,2,19,4
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,114,213,120,0,33,31,5,20,8
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,115,213,120,28,52,49,9,35,8
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,116,213,160,0,78,77,13,49,16
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,117,213,160,28,104,98,15,65,24
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,118,213,200,0,97,102,24,53,20
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,119,213,200,28,122,125,25,74,23
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,120,213,240,0,26,24,6,14,6
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,121,213,240,28,39,35,7,23,9
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,122,213,280,0,4,3,1,2,1
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,123,213,280,28,7,5,1,3,3
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,124,213,287,0,0,0,0,0,0
radius_1p5x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,125,213,287,28,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,0,0,0,0,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,1,0,0,28,7,6,1,5,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,2,0,40,0,22,20,2,16,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,3,0,40,28,35,33,8,25,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,4,0,80,0,35,31,5,23,7
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,5,0,80,28,45,42,10,29,6
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,6,0,120,0,70,75,20,41,9
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,7,0,120,28,86,91,24,55,7
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,8,0,160,0,109,120,28,63,18
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,9,0,160,28,127,136,30,77,20
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,10,0,200,0,120,127,27,71,22
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,11,0,200,28,130,134,25,80,25
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,12,0,240,0,57,52,6,39,12
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,13,0,240,28,61,56,7,43,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,14,0,280,0,11,9,1,7,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,15,0,280,28,11,9,1,7,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,16,0,287,0,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,17,0,287,28,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,18,40,0,0,7,6,1,5,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,19,40,0,28,11,9,1,7,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,20,40,40,0,54,50,8,36,10
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,21,40,40,28,41,36,6,25,10
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,22,40,80,0,68,61,8,46,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,23,40,80,28,31,25,3,17,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,24,40,120,0,68,64,16,32,20
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,25,40,120,28,53,51,13,27,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,26,40,160,0,100,107,32,45,23
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,27,40,160,28,104,108,28,51,25
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,28,40,200,0,144,166,46,86,12
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,29,40,200,28,132,135,30,72,30
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,30,40,240,0,66,61,13,36,17
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,31,40,240,28,53,48,10,27,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,32,40,280,0,5,3,1,1,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,33,40,280,28,7,4,2,1,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,34,40,287,0,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,35,40,287,28,2,1,1,0,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,36,80,0,0,14,11,3,8,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,37,80,0,28,11,8,2,5,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,38,80,40,0,98,97,14,75,9
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,39,80,40,28,77,74,10,54,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,40,80,80,0,115,119,21,82,12
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,41,80,80,28,76,76,14,50,12
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,42,80,120,0,78,86,26,42,10
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,43,80,120,28,39,34,8,16,15
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,44,80,160,0,51,51,19,18,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,45,80,160,28,37,33,7,17,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,46,80,200,0,64,68,23,27,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,47,80,200,28,71,70,19,35,17
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,48,80,240,0,141,154,40,75,26
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,49,80,240,28,168,191,52,102,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,50,80,280,0,85,82,15,54,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,51,80,280,28,123,119,21,83,19
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,52,80,287,0,69,64,10,46,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,53,80,287,28,96,90,14,69,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,54,120,0,0,12,10,2,8,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,55,120,0,28,12,10,2,8,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,56,120,40,0,81,69,7,55,19
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,57,120,40,28,74,64,5,52,17
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,58,120,80,0,125,125,27,79,19
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,59,120,80,28,84,75,12,52,20
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,60,120,120,0,99,101,25,60,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,61,120,120,28,47,38,5,27,15
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,62,120,160,0,54,53,17,23,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,63,120,160,28,32,29,7,14,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,64,120,200,0,70,76,23,36,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,65,120,200,28,63,63,18,29,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,66,120,240,0,141,156,40,77,24
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,67,120,240,28,158,181,50,92,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,68,120,280,0,86,83,15,55,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,69,120,280,28,117,113,20,77,20
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,70,120,287,0,70,65,10,47,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,71,120,287,28,90,84,13,63,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,72,160,0,0,14,10,5,4,5
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,73,160,0,28,5,3,2,1,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,74,160,40,0,53,45,9,35,9
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,75,160,40,28,35,30,4,25,6
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,76,160,80,0,68,69,16,41,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,77,160,80,28,42,38,7,24,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,78,160,120,0,74,75,19,42,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,79,160,120,28,34,28,5,16,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,80,160,160,0,60,57,14,25,21
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,81,160,160,28,52,49,11,24,17
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,82,160,200,0,161,188,52,92,17
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,83,160,200,28,135,141,34,70,31
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,84,160,240,0,86,88,19,54,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,85,160,240,28,68,67,14,40,14
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,86,160,280,0,4,3,0,2,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,87,160,280,28,7,5,0,3,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,88,160,287,0,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,89,160,287,28,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,90,200,0,0,12,9,4,4,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,91,200,0,28,2,1,1,0,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,92,200,40,0,34,31,5,26,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,93,200,40,28,25,23,4,19,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,94,200,80,0,25,22,0,19,6
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,95,200,80,28,24,22,2,18,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,96,200,120,0,35,31,4,18,13
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,97,200,120,28,50,46,7,31,12
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,98,200,160,0,81,81,13,52,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,99,200,160,28,111,106,16,72,23
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,100,200,200,0,165,187,47,98,20
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,101,200,200,28,186,196,42,114,30
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,102,200,240,0,56,56,14,31,11
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,103,200,240,28,69,68,15,42,12
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,104,200,280,0,4,3,1,2,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,105,200,280,28,7,5,1,3,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,106,200,287,0,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,107,200,287,28,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,108,213,0,0,9,6,3,3,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,109,213,0,28,2,1,1,0,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,110,213,40,0,33,29,4,25,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,111,213,40,28,25,23,4,19,2
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,112,213,80,0,25,22,0,19,6
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,113,213,80,28,25,23,2,19,4
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,114,213,120,0,33,31,5,20,8
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,115,213,120,28,51,48,9,34,8
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,116,213,160,0,78,77,13,49,16
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,117,213,160,28,104,98,15,65,24
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,118,213,200,0,98,103,24,54,20
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,119,213,200,28,123,126,25,75,23
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,120,213,240,0,26,24,6,14,6
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,121,213,240,28,39,35,7,23,9
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,122,213,280,0,4,3,1,2,1
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,123,213,280,28,7,5,1,3,3
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,124,213,287,0,0,0,0,0,0
radius_2x_c095,ixi,IXI425-IOP-0988-MRA_IXI-IOP,125,213,287,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,0,0,0,0,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,1,0,0,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,2,0,40,0,18,15,2,12,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,3,0,40,28,3,2,0,1,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,4,0,80,0,43,41,5,34,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,5,0,80,28,22,20,3,15,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,6,0,120,0,108,106,15,80,13
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,7,0,120,28,99,97,15,71,13
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,8,0,160,0,161,161,25,112,24
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,9,0,160,28,139,134,20,94,25
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,10,0,200,0,97,92,17,59,21
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,11,0,200,28,73,69,13,46,14
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,12,0,240,0,9,7,2,5,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,13,0,240,28,9,7,2,5,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,14,0,264,0,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,15,0,264,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,16,40,0,0,2,1,1,0,1
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,17,40,0,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,18,40,40,0,37,32,4,23,10
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,19,40,40,28,3,2,0,1,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,20,40,80,0,46,41,4,30,12
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,21,40,80,28,15,13,0,11,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,22,40,120,0,63,58,10,39,14
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,23,40,120,28,41,39,7,25,9
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,24,40,160,0,131,131,24,82,25
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,25,40,160,28,108,104,15,73,20
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,26,40,200,0,109,117,37,58,14
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,27,40,200,28,68,64,15,37,16
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,28,40,240,0,40,36,13,17,10
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,29,40,240,28,15,11,5,5,5
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,30,40,264,0,2,1,1,0,1
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,31,40,264,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,32,80,0,0,2,1,1,0,1
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,33,80,0,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,34,80,40,0,47,45,10,35,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,35,80,40,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,36,80,80,0,79,74,15,55,9
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,37,80,80,28,20,17,2,14,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,38,80,120,0,64,60,10,46,8
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,39,80,120,28,29,28,2,23,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,40,80,160,0,51,46,11,24,16
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,41,80,160,28,23,18,5,7,11
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,42,80,200,0,104,102,27,43,34
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,43,80,200,28,93,90,21,44,28
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,44,80,240,0,77,72,14,35,28
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,45,80,240,28,74,71,12,42,20
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,46,80,264,0,16,13,1,10,5
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,47,80,264,28,16,14,1,12,3
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,48,120,0,0,2,1,1,0,1
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,49,120,0,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,50,120,40,0,46,46,15,27,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,51,120,40,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,52,120,80,0,99,95,23,64,12
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,53,120,80,28,27,24,3,21,3
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,54,120,120,0,72,64,10,48,14
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,55,120,120,28,43,40,4,33,6
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,56,120,160,0,74,73,20,36,18
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,57,120,160,28,48,47,14,26,8
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,58,120,200,0,138,149,40,75,23
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,59,120,200,28,142,152,39,88,15
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,60,120,240,0,92,92,17,59,16
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,61,120,240,28,103,105,20,74,9
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,62,120,264,0,28,24,4,20,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,63,120,264,28,30,26,5,22,3
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,64,160,0,0,4,2,2,0,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,65,160,0,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,66,160,40,0,36,38,12,21,3
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,67,160,40,28,0,0,0,0,0
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,68,160,80,0,71,69,17,42,12
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,69,160,80,28,18,15,2,12,4
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,70,160,120,0,88,79,15,58,15
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,71,160,120,28,45,39,6,27,12
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,72,160,160,0,106,100,23,54,29
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,73,160,160,28,37,33,5,23,9
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,74,160,200,0,114,124,37,62,15
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,75,160,200,28,32,30,7,22,3
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,76,160,240,0,29,25,6,16,7
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,77,160,240,28,13,10,3,7,3
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,78,160,264,0,7,5,2,3,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,79,160,264,28,7,5,2,3,2
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,80,200,0,0,2,1,1,0,1
radius_1p5x_c095,ixi,IXI542-IOP-1147-MRA_IXI-IOP,81,200,0,28,0,0,0,0,0
