index,dataset,modality,split,subject,image,label,shape_x,shape_y,shape_z,spacing_x,spacing_y,spacing_z
70,ixi,mra,train,IXI160-HH-1637-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI160-HH-1637-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI160-HH-1637-MRA_IXI-HH.nii.gz,280,352,100,0.46875,0.46875,0.80000001
71,ixi,mra,train,IXI162-HH-1548-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI162-HH-1548-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI162-HH-1548-MRA_IXI-HH.nii.gz,299,358,100,0.46875,0.46875,0.80000001
72,ixi,mra,train,IXI163-HH-1621-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI163-HH-1621-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI163-HH-1621-MRA_IXI-HH.nii.gz,283,385,100,0.46875,0.46875,0.80000001
73,ixi,mra,train,IXI165-HH-1589-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI165-HH-1589-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI165-HH-1589-MRA_IXI-HH.nii.gz,299,398,100,0.46875,0.46875,0.80000001
74,ixi,mra,train,IXI166-Guys-0846-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI166-Guys-0846-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI166-Guys-0846-MRA_IXI-Guys.nii.gz,279,357,100,0.46875,0.46875,0.80000001
75,ixi,mra,train,IXI167-HH-1569-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI167-HH-1569-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI167-HH-1569-MRA_IXI-HH.nii.gz,289,396,100,0.46875,0.46875,0.80000001
76,ixi,mra,train,IXI168-HH-1607-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI168-HH-1607-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI168-HH-1607-MRA_IXI-HH.nii.gz,280,395,100,0.46875,0.46875,0.80000001
77,ixi,mra,train,IXI170-Guys-0843-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI170-Guys-0843-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI170-Guys-0843-MRA_IXI-Guys.nii.gz,271,366,100,0.46875,0.46875,0.80000001
78,ixi,mra,train,IXI173-HH-1590-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI173-HH-1590-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI173-HH-1590-MRA_IXI-HH.nii.gz,280,369,100,0.46875,0.46875,0.80000001
79,ixi,mra,train,IXI174-HH-1571-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI174-HH-1571-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI174-HH-1571-MRA_IXI-HH.nii.gz,278,333,100,0.46875,0.46875,0.80000001
80,ixi,mra,train,IXI176-HH-1604-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI176-HH-1604-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI176-HH-1604-MRA_IXI-HH.nii.gz,270,379,100,0.46875,0.46875,0.80000001
81,ixi,mra,train,IXI177-Guys-0831-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI177-Guys-0831-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI177-Guys-0831-MRA_IXI-Guys.nii.gz,295,384,100,0.46875,0.46875,0.80000001
82,ixi,mra,train,IXI179-Guys-0777-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI179-Guys-0777-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI179-Guys-0777-MRA_IXI-Guys.nii.gz,299,398,100,0.46874988,0.46875012,0.80000001
83,ixi,mra,train,IXI189-Guys-0799-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI189-Guys-0799-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI189-Guys-0799-MRA_IXI-Guys.nii.gz,291,346,100,0.46875,0.46875,0.80000001
84,ixi,mra,train,IXI194-Guys-0818-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI194-Guys-0818-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI194-Guys-0818-MRA_IXI-Guys.nii.gz,309,358,100,0.46875,0.46875,0.80000001
85,ixi,mra,train,IXI195-HH-1620-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI195-HH-1620-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI195-HH-1620-MRA_IXI-HH.nii.gz,295,394,100,0.46875,0.46875,0.80000001
86,ixi,mra,train,IXI196-Guys-0805-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI196-Guys-0805-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI196-Guys-0805-MRA_IXI-Guys.nii.gz,269,377,100,0.46875,0.46875,0.80000001
87,ixi,mra,train,IXI197-Guys-0811-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI197-Guys-0811-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI197-Guys-0811-MRA_IXI-Guys.nii.gz,275,356,100,0.46875,0.46875,0.80000001
88,ixi,mra,train,IXI201-HH-1588-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI201-HH-1588-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI201-HH-1588-MRA_IXI-HH.nii.gz,270,356,100,0.46875,0.46875,0.80000001
89,ixi,mra,train,IXI202-HH-1526-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI202-HH-1526-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI202-HH-1526-MRA_IXI-HH.nii.gz,288,346,100,0.46875,0.46875,0.80000001
90,ixi,mra,train,IXI205-HH-1649-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI205-HH-1649-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI205-HH-1649-MRA_IXI-HH.nii.gz,296,352,100,0.46875,0.46875,0.80000001
91,ixi,mra,train,IXI207-Guys-0809-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI207-Guys-0809-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI207-Guys-0809-MRA_IXI-Guys.nii.gz,294,358,100,0.46875,0.46875,0.80000001
92,ixi,mra,train,IXI214-HH-1636-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI214-HH-1636-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI214-HH-1636-MRA_IXI-HH.nii.gz,287,364,100,0.46875,0.46875,0.80000001
93,ixi,mra,train,IXI217-HH-1638-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI217-HH-1638-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI217-HH-1638-MRA_IXI-HH.nii.gz,296,363,100,0.46875,0.46875,0.80000001
94,ixi,mra,train,IXI218-HH-1815-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI218-HH-1815-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI218-HH-1815-MRA_IXI-HH.nii.gz,304,374,100,0.46875,0.46875,0.80000001
95,ixi,mra,train,IXI219-Guys-0894-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI219-Guys-0894-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI219-Guys-0894-MRA_IXI-Guys.nii.gz,292,364,100,0.46875,0.46875,0.80000001
96,ixi,mra,train,IXI222-Guys-0819-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI222-Guys-0819-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI222-Guys-0819-MRA_IXI-Guys.nii.gz,270,336,100,0.46875,0.46875,0.80000001
97,ixi,mra,train,IXI226-HH-1618-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI226-HH-1618-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI226-HH-1618-MRA_IXI-HH.nii.gz,279,380,100,0.46875,0.46875,0.80000001
98,ixi,mra,train,IXI234-IOP-0870-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI234-IOP-0870-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI234-IOP-0870-MRA_IXI-IOP.nii.gz,293,375,92,0.45999999,0.46,0.80000003
99,ixi,mra,train,IXI238-IOP-0883-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI238-IOP-0883-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI238-IOP-0883-MRA_IXI-IOP.nii.gz,294,361,92,0.46,0.46000001,0.80000003
100,ixi,mra,train,IXI239-HH-2296-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI239-HH-2296-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI239-HH-2296-MRA_IXI-HH.nii.gz,282,350,100,0.46875,0.46875,0.80000001
101,ixi,mra,train,IXI241-Guys-0833-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI241-Guys-0833-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI241-Guys-0833-MRA_IXI-Guys.nii.gz,295,385,100,0.46875,0.46875,0.80000001
102,ixi,mra,train,IXI242-HH-1722-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI242-HH-1722-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI242-HH-1722-MRA_IXI-HH.nii.gz,276,369,100,0.46875,0.46875,0.80000001
103,ixi,mra,train,IXI246-Guys-0840-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI246-Guys-0840-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI246-Guys-0840-MRA_IXI-Guys.nii.gz,270,354,100,0.46875,0.46875,0.80000001
104,ixi,mra,train,IXI248-HH-1972-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI248-HH-1972-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI248-HH-1972-MRA_IXI-HH.nii.gz,276,350,100,0.46875,0.46875,0.80000001
105,ixi,mra,train,IXI252-HH-1693-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI252-HH-1693-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI252-HH-1693-MRA_IXI-HH.nii.gz,275,341,100,0.46875,0.46875,0.80000001
106,ixi,mra,train,IXI253-HH-1694-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI253-HH-1694-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI253-HH-1694-MRA_IXI-HH.nii.gz,296,372,100,0.46875,0.46875,0.80000001
107,ixi,mra,train,IXI254-HH-1705-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI254-HH-1705-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI254-HH-1705-MRA_IXI-HH.nii.gz,279,367,100,0.46875,0.46875,0.80000001
108,ixi,mra,train,IXI256-HH-1723-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI256-HH-1723-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI256-HH-1723-MRA_IXI-HH.nii.gz,298,377,100,0.46875,0.46875,0.80000001
109,ixi,mra,train,IXI258-HH-1769-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI258-HH-1769-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI258-HH-1769-MRA_IXI-HH.nii.gz,275,357,100,0.46875,0.46875,0.80000001
110,ixi,mra,train,IXI262-HH-1861-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI262-HH-1861-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI262-HH-1861-MRA_IXI-HH.nii.gz,289,370,100,0.46875,0.46875,0.80000001
111,ixi,mra,train,IXI263-HH-1684-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI263-HH-1684-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI263-HH-1684-MRA_IXI-HH.nii.gz,294,352,100,0.46875,0.46875,0.80000001
112,ixi,mra,train,IXI265-Guys-0845-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI265-Guys-0845-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI265-Guys-0845-MRA_IXI-Guys.nii.gz,290,366,100,0.46875,0.46875,0.80000001
113,ixi,mra,train,IXI267-HH-1772-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI267-HH-1772-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI267-HH-1772-MRA_IXI-HH.nii.gz,305,361,100,0.46875,0.46875,0.80000001
114,ixi,mra,train,IXI268-Guys-0858-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI268-Guys-0858-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI268-Guys-0858-MRA_IXI-Guys.nii.gz,307,356,100,0.46875,0.46875,0.80000001
115,ixi,mra,train,IXI269-Guys-0839-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI269-Guys-0839-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI269-Guys-0839-MRA_IXI-Guys.nii.gz,306,354,100,0.46875,0.46875,0.80000001
116,ixi,mra,train,IXI270-Guys-0847-MRA_IXI-Guys,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI270-Guys-0847-MRA_IXI-Guys.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI270-Guys-0847-MRA_IXI-Guys.nii.gz,304,344,100,0.46875,0.46875,0.80000001
117,ixi,mra,train,IXI274-HH-2294-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI274-HH-2294-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI274-HH-2294-MRA_IXI-HH.nii.gz,273,359,100,0.46875,0.46875,0.80000001
118,ixi,mra,train,IXI276-HH-1840-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI276-HH-1840-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI276-HH-1840-MRA_IXI-HH.nii.gz,288,368,100,0.46875,0.46875,0.80000001
119,ixi,mra,train,IXI277-HH-1770-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI277-HH-1770-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI277-HH-1770-MRA_IXI-HH.nii.gz,287,341,100,0.46875,0.46875,0.80000001
120,ixi,mra,train,IXI278-HH-1771-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI278-HH-1771-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI278-HH-1771-MRA_IXI-HH.nii.gz,313,367,100,0.46875,0.46875,0.80000001
121,ixi,mra,train,IXI280-HH-1860-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI280-HH-1860-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI280-HH-1860-MRA_IXI-HH.nii.gz,273,353,100,0.46875,0.46875,0.80000001
122,ixi,mra,train,IXI282-HH-2025-MRA_IXI-HH,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI282-HH-2025-MRA_IXI-HH.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI282-HH-2025-MRA_IXI-HH.nii.gz,280,380,100,0.46875,0.46875,0.80000001
123,ixi,mra,train,IXI290-IOP-0874-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI290-IOP-0874-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI290-IOP-0874-MRA_IXI-IOP.nii.gz,289,349,92,0.46000002,0.46000001,0.8
124,ixi,mra,train,IXI291-IOP-0882-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI291-IOP-0882-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI291-IOP-0882-MRA_IXI-IOP.nii.gz,289,377,92,0.45999999,0.46000001,0.80000002
125,ixi,mra,train,IXI292-IOP-0877-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI292-IOP-0877-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI292-IOP-0877-MRA_IXI-IOP.nii.gz,292,370,92,0.46000001,0.46000001,0.79999999
126,ixi,mra,train,IXI293-IOP-0876-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI293-IOP-0876-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI293-IOP-0876-MRA_IXI-IOP.nii.gz,295,383,92,0.46000001,0.46,0.79999999
127,ixi,mra,train,IXI294-IOP-0868-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI294-IOP-0868-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI294-IOP-0868-MRA_IXI-IOP.nii.gz,272,358,92,0.46,0.45999999,0.8
128,ixi,mra,train,IXI305-IOP-0871-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI305-IOP-0871-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI305-IOP-0871-MRA_IXI-IOP.nii.gz,287,368,92,0.46000002,0.46000001,0.79999997
129,ixi,mra,train,IXI306-IOP-0867-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI306-IOP-0867-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI306-IOP-0867-MRA_IXI-IOP.nii.gz,284,385,92,0.46000002,0.46,0.80000006
130,ixi,mra,train,IXI307-IOP-0872-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI307-IOP-0872-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI307-IOP-0872-MRA_IXI-IOP.nii.gz,291,377,92,0.46,0.46000001,0.79999997
131,ixi,mra,train,IXI315-IOP-0888-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI315-IOP-0888-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI315-IOP-0888-MRA_IXI-IOP.nii.gz,299,384,92,0.46000002,0.46000002,0.80000001
132,ixi,mra,train,IXI322-IOP-0891-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI322-IOP-0891-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI322-IOP-0891-MRA_IXI-IOP.nii.gz,296,396,92,0.46000002,0.46000001,0.79999996
133,ixi,mra,train,IXI332-IOP-1134-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI332-IOP-1134-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI332-IOP-1134-MRA_IXI-IOP.nii.gz,292,358,92,0.45999998,0.46000002,0.80000001
134,ixi,mra,train,IXI333-IOP-0926-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI333-IOP-0926-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI333-IOP-0926-MRA_IXI-IOP.nii.gz,287,397,92,0.46,0.46000001,0.80000002
135,ixi,mra,train,IXI337-IOP-0929-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI337-IOP-0929-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI337-IOP-0929-MRA_IXI-IOP.nii.gz,299,368,92,0.46000002,0.46000004,0.80000002
136,ixi,mra,train,IXI340-IOP-0915-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI340-IOP-0915-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI340-IOP-0915-MRA_IXI-IOP.nii.gz,307,400,92,0.45999999,0.45999999,0.8
137,ixi,mra,train,IXI345-IOP-0928-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI345-IOP-0928-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI345-IOP-0928-MRA_IXI-IOP.nii.gz,308,355,92,0.46000001,0.46,0.80000003
138,ixi,mra,train,IXI347-IOP-0927-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI347-IOP-0927-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI347-IOP-0927-MRA_IXI-IOP.nii.gz,292,376,92,0.46000002,0.46000002,0.80000006
139,ixi,mra,train,IXI371-IOP-0970-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI371-IOP-0970-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI371-IOP-0970-MRA_IXI-IOP.nii.gz,288,350,92,0.46000001,0.46000002,0.8
140,ixi,mra,train,IXI373-IOP-0967-MRA_IXI-IOP,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/imagesTr/IXI373-IOP-0967-MRA_IXI-IOP.nii.gz,/lustre/fsn1/projects/rech/vnc/upz25mj/datasets/IXI/labelsTr/IXI373-IOP-0967-MRA_IXI-IOP.nii.gz,286,322,92,0.46000001,0.45999999,0.8
